id,title,dept,size,depth
COMM 473,COMM 473,COMM,17,1
BUSI 493,BUSI 493,BUSI,9,3
BUSI 497,BUSI 497,BUSI,4,3
BUSI 452,BUSI 452,BUSI,0,0
BUSI 498,BUSI 498,BUSI,8,2
ECON 102,ECON 102,ECON,2,0
ECON 309,ECON 309,ECON,15,2
BUSI 329,BUSI 329,BUSI,1,0
BUSI 499,BUSI 499,BUSI,4,3
CAPS 200,CAPS 200,CAPS,1,3
CAPS 390,CAPS 390,CAPS,2,2
CAPS 391,CAPS 391,CAPS,4,1
KIN 190,KIN 190,KIN,0,0
KIN 191,KIN 191,KIN,0,0
CAPS 398,CAPS 398,CAPS,4,3
CAPS 303,CAPS 303,CAPS,0,0
PHYL 301,PHYL 301,PHYL,0,0
PHYL 303,PHYL 303,PHYL,0,0
CAPS 399,CAPS 399,CAPS,2,1
PHYL 398,PHYL 398,PHYL,0,0
CAPS 421,CAPS 421,CAPS,4,1
ANAT 390,ANAT 390,ANAT,0,0
CAPS 422,CAPS 422,CAPS,2,1
CAPS 423,CAPS 423,CAPS,2,1
CAPS 424,CAPS 424,CAPS,2,1
CAPS 426,CAPS 426,CAPS,2,1
CAPS 431,CAPS 431,CAPS,1,1
CAPS 498,CAPS 498,CAPS,2,1
PHYL 399,PHYL 399,PHYL,0,0
CAPS 499,CAPS 499,CAPS,2,1
PHYL 498,PHYL 498,PHYL,0,0
CHBE 201,CHBE 201,CHBE,9,19
CHBE 220,CHBE 220,CHBE,4,20
CHEM 154,CHEM 154,CHEM,1,1
CHBE 221,CHBE 221,CHBE,1,21
CHBE 230,CHBE 230,CHBE,2,3
CHBE 241,CHBE 241,CHBE,4,3
MATH 152,MATH 152,MATH,5,2
CHBE 244,CHBE 244,CHBE,2,4
CHBE 262,CHBE 262,CHBE,6,20
CHEM 250,CHEM 250,CHEM,6,2
CHEM 251,CHEM 251,CHEM,5,2
CHBE 263,CHBE 263,CHBE,4,21
CHBE 264,CHBE 264,CHBE,3,22
CHBE 344,CHBE 344,CHBE,2,5
CHBE 345,CHBE 345,CHBE,4,20
CHBE 346,CHBE 346,CHBE,3,21
CHBE 352,CHBE 352,CHBE,3,4
CHBE 350,CHBE 350,CHBE,3,4
CHBE 351,CHBE 351,CHBE,0,0
CHBE 355,CHBE 355,CHBE,4,22
CHBE 356,CHBE 356,CHBE,3,3
CHBE 362,CHBE 362,CHBE,6,23
CHBE 370,CHBE 370,CHBE,3,5
CHBE 364,CHBE 364,CHBE,1,2
CHBE 373,CHBE 373,CHBE,5,1
CHBE 365,CHBE 365,CHBE,5,23
CHBE 381,CHBE 381,CHBE,6,2
CHBE 366,CHBE 366,CHBE,6,23
CIVL 215,CIVL 215,CIVL,3,3
MECH 280,MECH 280,MECH,12,3
MTRL 263,MTRL 263,MTRL,0,0
CHBE 376,CHBE 376,CHBE,3,23
CHBE 451,CHBE 451,CHBE,2,1
MTRL 350,MTRL 350,MTRL,0,0
CHBE 452,CHBE 452,CHBE,11,23
CHBE 254,CHBE 254,CHBE,0,0
CHBE 457,CHBE 457,CHBE,5,24
CHBE 459,CHBE 459,CHBE,3,0
CHBE 485,CHBE 485,CHBE,1,0
CHBE 453,CHBE 453,CHBE,7,24
CHBE 481,CHBE 481,CHBE,2,3
CHBE 454,CHBE 454,CHBE,6,24
CHBE 471,CHBE 471,CHBE,5,24
CHBE 455,CHBE 455,CHBE,1,3
CHBE 456,CHBE 456,CHBE,3,23
CHBE 464,CHBE 464,CHBE,6,24
CHBE 465,CHBE 465,CHBE,1,22
CHBE 470,CHBE 470,CHBE,2,2
CHBE 474,CHBE 474,CHBE,2,24
CHBE 476,CHBE 476,CHBE,2,24
CHBE 477,CHBE 477,CHBE,3,22
CHBE 478,CHBE 478,CHBE,2,3
CHBE 482,CHBE 482,CHBE,3,24
CHBE 484,CHBE 484,CHBE,2,5
CHBE 486,CHBE 486,CHBE,3,6
CHBE 487,CHBE 487,CHBE,2,3
FNH 300,FNH 300,FNH,9,2
CHBE 488,CHBE 488,CHBE,5,1
MTRL 252,MTRL 252,MTRL,0,0
CHBE 491,CHBE 491,CHBE,2,24
CHBE 492,CHBE 492,CHBE,1,25
CHBE 493,CHBE 493,CHBE,2,24
CHBE 494,CHBE 494,CHBE,1,25
CHBE 495,CHBE 495,CHBE,2,24
CHBE 496,CHBE 496,CHBE,1,25
CHEM 115,CHEM 115,CHEM,2,1
CHEM 120,CHEM 120,CHEM,2,1
CHEM 135,CHEM 135,CHEM,3,2
MATH 100,MATH 100,MATH,10,0
MATH 102,MATH 102,MATH,12,1
MATH 104,MATH 104,MATH,10,0
MATH 110,MATH 110,MATH,9,1
MATH 120,MATH 120,MATH,9,0
MATH 180,MATH 180,MATH,12,1
MATH 184,MATH 184,MATH,12,1
CHEM 208,CHEM 208,CHEM,3,2
CHEM 210,CHEM 210,CHEM,3,2
CHEM 211,CHEM 211,CHEM,4,2
CHEM 215,CHEM 215,CHEM,3,3
CHEM 218,CHEM 218,CHEM,1,3
CHEM 225,CHEM 225,CHEM,2,3
CHEM 235,CHEM 235,CHEM,4,3
CHEM 245,CHEM 245,CHEM,6,4
CHEM 301,CHEM 301,CHEM,3,2
CHEM 302,CHEM 302,CHEM,3,2
MATH 226,MATH 226,MATH,15,2
MATH 263,MATH 263,MATH,1,0
CHEM 305,CHEM 305,CHEM,7,3
CHEM 311,CHEM 311,CHEM,2,3
CHEM 312,CHEM 312,CHEM,8,1
CHEM 315,CHEM 315,CHEM,4,5
CHEM 318,CHEM 318,CHEM,2,3
CHEM 325,CHEM 325,CHEM,5,5
CHEM 327,CHEM 327,CHEM,6,3
CHEM 335,CHEM 335,CHEM,1,6
CHEM 341,CHEM 341,CHEM,4,3
CHEM 345,CHEM 345,CHEM,1,6
CHEM 355,CHEM 355,CHEM,3,3
CHEM 399,CHEM 399,CHEM,1,1
CHEM 398,CHEM 398,CHEM,0,0
CHEM 401,CHEM 401,CHEM,5,2
MATH 221,MATH 221,MATH,16,1
MATH 223,MATH 223,MATH,9,2
PHYS 304,PHYS 304,PHYS,5,4
CHEM 402,CHEM 402,CHEM,1,3
CHEM 403,CHEM 403,CHEM,6,3
CHEM 404,CHEM 404,CHEM,14,2
CHEM 405,CHEM 405,CHEM,3,3
CHEM 406,CHEM 406,CHEM,5,3
CHEM 407,CHEM 407,CHEM,2,3
CHEM 408,CHEM 408,CHEM,4,3
CHEM 410,CHEM 410,CHEM,4,3
CHEM 411,CHEM 411,CHEM,1,6
CHEM 460,CHEM 460,CHEM,1,5
CHEM 412,CHEM 412,CHEM,5,2
CHEM 413,CHEM 413,CHEM,2,5
CHEM 414,CHEM 414,CHEM,1,4
CHEM 416,CHEM 416,CHEM,2,5
CHEM 417,CHEM 417,CHEM,2,2
CHEM 418,CHEM 418,CHEM,1,4
CHEM 427,CHEM 427,CHEM,1,4
CHEM 434,CHEM 434,CHEM,1,4
CHEM 435,CHEM 435,CHEM,2,4
CHEM 445,CHEM 445,CHEM,2,7
CHEM 461,CHEM 461,CHEM,2,5
CHEM 473,CHEM 473,CHEM,4,5
CHEM 498,CHEM 498,CHEM,1,2
CHEM 499,CHEM 499,CHEM,1,3
CHIN 133,CHIN 133,CHIN,2,1
CHIN 101,CHIN 101,CHIN,0,0
CHIN 131,CHIN 131,CHIN,0,0
CHIN 143,CHIN 143,CHIN,2,1
CHIN 111,CHIN 111,CHIN,0,0
CHIN 141,CHIN 141,CHIN,0,0
CHIN 231,CHIN 231,CHIN,4,1
CHIN 103,CHIN 103,CHIN,0,0
CHIN 104,CHIN 104,CHIN,0,0
CHIN 134,CHIN 134,CHIN,0,0
CHIN 233,CHIN 233,CHIN,2,1
CHIN 105,CHIN 105,CHIN,0,0
CHIN 234,CHIN 234,CHIN,4,1
CHIN 241,CHIN 241,CHIN,4,1
CHIN 113,CHIN 113,CHIN,0,0
CHIN 114,CHIN 114,CHIN,0,0
CHIN 144,CHIN 144,CHIN,0,0
CHIN 243,CHIN 243,CHIN,2,1
CHIN 115,CHIN 115,CHIN,0,0
CHIN 244,CHIN 244,CHIN,4,1
CHIN 331,CHIN 331,CHIN,4,1
CHIN 107,CHIN 107,CHIN,0,0
CHIN 108,CHIN 108,CHIN,0,0
CHIN 333,CHIN 333,CHIN,2,1
CHIN 201,CHIN 201,CHIN,0,0
CHIN 334,CHIN 334,CHIN,4,1
CHIN 335,CHIN 335,CHIN,4,1
CHIN 203,CHIN 203,CHIN,0,0
CHIN 204,CHIN 204,CHIN,0,0
CHIN 205,CHIN 205,CHIN,0,0
CHIN 341,CHIN 341,CHIN,4,1
CHIN 117,CHIN 117,CHIN,0,0
CHIN 118,CHIN 118,CHIN,0,0
CHIN 343,CHIN 343,CHIN,2,1
CHIN 211,CHIN 211,CHIN,0,0
CHIN 344,CHIN 344,CHIN,4,1
CHIN 345,CHIN 345,CHIN,4,1
CHIN 213,CHIN 213,CHIN,0,0
CHIN 214,CHIN 214,CHIN,0,0
CHIN 215,CHIN 215,CHIN,0,0
CHIN 383,CHIN 383,CHIN,2,1
CHIN 221,CHIN 221,CHIN,0,0
CHIN 381,CHIN 381,CHIN,0,0
CHIN 388,CHIN 388,CHIN,9,1
JAPN 103,JAPN 103,JAPN,0,0
JAPN 151,JAPN 151,JAPN,0,0
JAPN 201,JAPN 201,JAPN,2,1
JAPN 260,JAPN 260,JAPN,3,1
KORN 200,KORN 200,KORN,2,1
CHIN 389,CHIN 389,CHIN,2,1
CLCH 389,CLCH 389,CLCH,0,0
CHIN 401,CHIN 401,CHIN,4,1
CHIN 403,CHIN 403,CHIN,2,1
CHIN 301,CHIN 301,CHIN,0,0
CHIN 404,CHIN 404,CHIN,4,1
CHIN 405,CHIN 405,CHIN,4,1
CHIN 407,CHIN 407,CHIN,2,1
CHIN 305,CHIN 305,CHIN,0,0
CHIN 408,CHIN 408,CHIN,4,1
CHIN 415,CHIN 415,CHIN,2,2
CHIN 435,CHIN 435,CHIN,4,1
CHIN 437,CHIN 437,CHIN,4,1
CHIN 441,CHIN 441,CHIN,4,1
CHIN 443,CHIN 443,CHIN,2,1
CHIN 311,CHIN 311,CHIN,0,0
CHIN 444,CHIN 444,CHIN,4,1
CHIN 445,CHIN 445,CHIN,4,1
CHIN 447,CHIN 447,CHIN,2,1
CHIN 315,CHIN 315,CHIN,0,0
CHIN 448,CHIN 448,CHIN,4,1
CHIN 451,CHIN 451,CHIN,14,1
CHIN 303,CHIN 303,CHIN,0,0
CHIN 304,CHIN 304,CHIN,0,0
CHIN 307,CHIN 307,CHIN,0,0
CHIN 308,CHIN 308,CHIN,0,0
CHIN 453,CHIN 453,CHIN,2,1
CHIN 411,CHIN 411,CHIN,0,0
CHIN 455,CHIN 455,CHIN,8,1
CHIN 457,CHIN 457,CHIN,8,1
CHIN 458,CHIN 458,CHIN,8,1
CHIN 461,CHIN 461,CHIN,10,1
CHIN 313,CHIN 313,CHIN,0,0
CHIN 314,CHIN 314,CHIN,0,0
CHIN 317,CHIN 317,CHIN,0,0
CHIN 318,CHIN 318,CHIN,0,0
CHIN 323,CHIN 323,CHIN,0,0
CHIN 463,CHIN 463,CHIN,10,1
CHIN 464,CHIN 464,CHIN,10,1
CHIN 465,CHIN 465,CHIN,5,2
CHIN 466,CHIN 466,CHIN,5,2
CHIN 471,CHIN 471,CHIN,10,1
CHIN 473,CHIN 473,CHIN,10,1
CHIN 474,CHIN 474,CHIN,10,1
CHIN 481,CHIN 481,CHIN,10,1
CHIN 483,CHIN 483,CHIN,10,1
CHIN 484,CHIN 484,CHIN,10,1
CHIN 485,CHIN 485,CHIN,5,2
CHIN 486,CHIN 486,CHIN,5,2
CHIN 489,CHIN 489,CHIN,5,2
CHIN 491,CHIN 491,CHIN,10,1
CHIN 493,CHIN 493,CHIN,10,1
CHIN 494,CHIN 494,CHIN,10,1
CIVL 201,CIVL 201,CIVL,8,19
CIVL 203,CIVL 203,CIVL,8,20
CIVL 204,CIVL 204,CIVL,1,2
CIVL 210,CIVL 210,CIVL,8,3
CIVL 230,CIVL 230,CIVL,2,3
MECH 260,MECH 260,MECH,5,2
EOSC 210,EOSC 210,EOSC,1,0
EOSC 329,EOSC 329,EOSC,7,2
CIVL 231,CIVL 231,CIVL,3,21
CIVL 300,CIVL 300,CIVL,1,21
CIVL 301,CIVL 301,CIVL,3,20
STAT 251,STAT 251,STAT,6,2
CIVL 302,CIVL 302,CIVL,1,20
CIVL 303,CIVL 303,CIVL,5,22
CIVL 311,CIVL 311,CIVL,1,4
CIVL 315,CIVL 315,CIVL,3,21
CIVL 316,CIVL 316,CIVL,2,21
CIVL 320,CIVL 320,CIVL,2,2
CIVL 331,CIVL 331,CIVL,1,22
CIVL 332,CIVL 332,CIVL,2,22
CIVL 340,CIVL 340,CIVL,1,3
CIVL 404,CIVL 404,CIVL,1,3
CIVL 406,CIVL 406,CIVL,1,1
CIVL 305,CIVL 305,CIVL,0,0
CIVL 407,CIVL 407,CIVL,1,2
CIVL 408,CIVL 408,CIVL,3,22
CIVL 409,CIVL 409,CIVL,2,22
CIVL 410,CIVL 410,CIVL,1,5
CIVL 411,CIVL 411,CIVL,1,5
CIVL 413,CIVL 413,CIVL,1,5
CIVL 415,CIVL 415,CIVL,3,22
CIVL 416,CIVL 416,CIVL,2,22
CIVL 417,CIVL 417,CIVL,3,22
EOSC 213,EOSC 213,EOSC,9,3
CIVL 418,CIVL 418,CIVL,1,22
CIVL 420,CIVL 420,CIVL,1,3
CIVL 422,CIVL 422,CIVL,1,3
CIVL 430,CIVL 430,CIVL,1,23
CIVL 432,CIVL 432,CIVL,2,23
CIVL 433,CIVL 433,CIVL,1,24
CIVL 435,CIVL 435,CIVL,1,23
CIVL 436,CIVL 436,CIVL,1,23
CIVL 437,CIVL 437,CIVL,2,4
MECH 360,MECH 360,MECH,4,3
CIVL 439,CIVL 439,CIVL,2,4
WOOD 386,WOOD 386,WOOD,2,3
CIVL 440,CIVL 440,CIVL,1,4
CIVL 441,CIVL 441,CIVL,1,4
CIVL 445,CIVL 445,CIVL,1,21
CIVL 446,CIVL 446,CIVL,1,22
CIVL 475,CIVL 475,CIVL,5,1
APSC 261,APSC 261,APSC,0,0
APSC 262,APSC 262,APSC,0,0
APSC 263,APSC 263,APSC,0,0
CIVL 250,CIVL 250,CIVL,0,0
CNTO 301,CNTO 301,CNTO,4,1
CNTO 303,CNTO 303,CNTO,1,2
CNTO 311,CNTO 311,CNTO,2,2
CNTO 401,CNTO 401,CNTO,2,3
CNTO 403,CNTO 403,CNTO,1,4
CNTO 451,CNTO 451,CNTO,1,4
COEC 294,COEC 294,COEC,2,1
COEC 293,COEC 293,COEC,0,0
COMM 293,COMM 293,COMM,4,0
COEC 298,COEC 298,COEC,2,3
ECON 204,ECON 204,ECON,15,2
COEC 365,COEC 365,COEC,3,3
ECON 315,ECON 315,ECON,15,2
ECON 316,ECON 316,ECON,3,3
ECON 308,ECON 308,ECON,15,2
COEC 370,COEC 370,COEC,3,3
COEC 371,COEC 371,COEC,3,3
COEC 377,COEC 377,COEC,1,4
COEC 394,COEC 394,COEC,1,3
COEC 475,COEC 475,COEC,3,3
COGS 200,COGS 200,COGS,0,0
COGS 300,COGS 300,COGS,1,1
COGS 303,COGS 303,COGS,1,1
COGS 401,COGS 401,COGS,1,2
COGS 402,COGS 402,COGS,1,2
COHR 301,COHR 301,COHR,1,2
COMM 203,COMM 203,COMM,5,1
COHR 302,COHR 302,COHR,3,2
COMM 191,COMM 191,COMM,2,1
COHR 303,COHR 303,COHR,1,2
COHR 304,COHR 304,COHR,1,2
COHR 305,COHR 305,COHR,1,2
COHR 307,COHR 307,COHR,1,2
COHR 308,COHR 308,COHR,1,2
COHR 310,COHR 310,COHR,1,2
COHR 311,COHR 311,COHR,1,2
COHR 401,COHR 401,COHR,1,2
COHR 402,COHR 402,COHR,1,2
COHR 403,COHR 403,COHR,1,2
COHR 404,COHR 404,COHR,1,2
COHR 405,COHR 405,COHR,1,2
COHR 406,COHR 406,COHR,1,2
COHR 407,COHR 407,COHR,2,3
COHR 408,COHR 408,COHR,1,2
COHR 409,COHR 409,COHR,1,2
COHR 410,COHR 410,COHR,1,2
COHR 411,COHR 411,COHR,1,2
COHR 412,COHR 412,COHR,1,2
COHR 433,COHR 433,COHR,2,2
COMM 393,COMM 393,COMM,0,0
COMM 190,COMM 190,COMM,8,1
COMM 290,COMM 290,COMM,1,0
COMM 192,COMM 192,COMM,0,0
COMM 292,COMM 292,COMM,0,0
ECON 100,ECON 100,ECON,2,0
COMM 204,COMM 204,COMM,6,1
COMM 294,COMM 294,COMM,2,1
COMM 295,COMM 295,COMM,5,1
COMM 296,COMM 296,COMM,5,1
ECON 201,ECON 201,ECON,1,0
ECON 301,ECON 301,ECON,15,2
COMM 298,COMM 298,COMM,6,2
COMM 306,COMM 306,COMM,3,1
COMM 307,COMM 307,COMM,5,1
COMM 297,COMM 297,COMM,1,0
COMM 310,COMM 310,COMM,2,1
COMM 335,COMM 335,COMM,2,1
COMM 205,COMM 205,COMM,1,0
CPSC 210,CPSC 210,CPSC,2,1
COMM 336,COMM 336,COMM,1,1
COMM 337,COMM 337,COMM,1,1
COMM 349,COMM 349,COMM,2,2
COMM 353,COMM 353,COMM,5,2
COMM 397,COMM 397,COMM,1,0
COMM 354,COMM 354,COMM,6,2
COMM 355,COMM 355,COMM,2,1
COMM 457,COMM 457,COMM,2,0
COMM 362,COMM 362,COMM,1,2
COMM 363,COMM 363,COMM,1,2
COMM 365,COMM 365,COMM,9,2
COMM 370,COMM 370,COMM,2,3
COMM 371,COMM 371,COMM,2,3
COMM 374,COMM 374,COMM,3,4
COMM 376,COMM 376,COMM,1,3
COMM 377,COMM 377,COMM,2,4
COMM 381,COMM 381,COMM,1,1
COMM 380,COMM 380,COMM,0,0
COMM 390,COMM 390,COMM,6,1
ASTU 150,ASTU 150,ASTU,0,0
ENGL 100,ENGL 100,ENGL,0,0
COMM 394,COMM 394,COMM,3,1
COMM 405,COMM 405,COMM,2,1
COMM 407,COMM 407,COMM,3,1
COMM 408,COMM 408,COMM,2,2
COMM 411,COMM 411,COMM,2,1
COMM 414,COMM 414,COMM,1,2
COMM 415,COMM 415,COMM,3,1
COMM 425,COMM 425,COMM,5,1
COMM 327,COMM 327,COMM,0,0
COMM 428,COMM 428,COMM,2,2
COMM 431,COMM 431,COMM,1,1
COMM 434,COMM 434,COMM,1,1
COMM 435,COMM 435,COMM,1,1
COMM 436,COMM 436,COMM,2,2
CPSC 310,CPSC 310,CPSC,2,3
COMM 437,COMM 437,COMM,1,2
COMM 438,COMM 438,COMM,1,1
COMM 439,COMM 439,COMM,1,2
COMM 441,COMM 441,COMM,1,2
COMM 443,COMM 443,COMM,1,2
COMM 444,COMM 444,COMM,3,1
COMM 446,COMM 446,COMM,4,1
ECON 206,ECON 206,ECON,0,0
COMM 447,COMM 447,COMM,2,2
COMM 448,COMM 448,COMM,1,2
COMM 449,COMM 449,COMM,1,2
COMM 450,COMM 450,COMM,2,3
COMM 453,COMM 453,COMM,2,4
COMM 454,COMM 454,COMM,1,2
COMM 455,COMM 455,COMM,2,4
COMM 456,COMM 456,COMM,1,2
COMM 458,COMM 458,COMM,3,1
COMR 457,COMR 457,COMR,2,0
COMM 459,COMM 459,COMM,5,1
COMM 462,COMM 462,COMM,1,3
COMM 464,COMM 464,COMM,1,2
COMM 465,COMM 465,COMM,7,1
ECON 310,ECON 310,ECON,2,0
ECON 311,ECON 311,ECON,2,0
COMM 467,COMM 467,COMM,1,2
COMM 468,COMM 468,COMM,3,3
COMM 469,COMM 469,COMM,1,2
COMM 470,COMM 470,COMM,2,1
COMM 387,COMM 387,COMM,1,0
COMM 471,COMM 471,COMM,1,4
COMM 474,COMM 474,COMM,1,5
COMM 475,COMM 475,COMM,1,4
COMM 477,COMM 477,COMM,1,5
COMM 479,COMM 479,COMM,2,4
COMM 480,COMM 480,COMM,1,2
COMM 481,COMM 481,COMM,1,3
COMM 491,COMM 491,COMM,3,1
COMM 395,COMM 395,COMM,0,0
COMM 396,COMM 396,COMM,0,0
COMM 492,COMM 492,COMM,3,1
COMM 493,COMM 493,COMM,14,2
COMM 329,COMM 329,COMM,2,0
COMR 329,COMR 329,COMR,2,0
COMR 465,COMR 465,COMR,7,1
COMR 473,COMR 473,COMR,17,1
COMM 497,COMM 497,COMM,3,1
COMM 498,COMM 498,COMM,3,1
COMR 382,COMR 382,COMR,5,1
COMM 280,COMM 280,COMM,2,0
COMR 280,COMR 280,COMR,2,0
COMR 386,COMR 386,COMR,2,1
COMR 387,COMR 387,COMR,3,1
COMR 388,COMR 388,COMR,2,1
COMR 389,COMR 389,COMR,2,1
COMR 458,COMR 458,COMR,3,1
COMR 482,COMR 482,COMR,2,1
COMR 486,COMR 486,COMR,2,1
COMR 493,COMR 493,COMR,14,2
COMR 497,COMR 497,COMR,6,1
COMM 382,COMM 382,COMM,1,0
CONS 302,CONS 302,CONS,2,1
CONS 310,CONS 310,CONS,2,1
CONS 314,CONS 314,CONS,4,1
GEOB 102,GEOB 102,GEOB,0,0
GEOB 103,GEOB 103,GEOB,0,0
CONS 340,CONS 340,CONS,0,0
CONS 440,CONS 440,CONS,1,1
CONS 200,CONS 200,CONS,0,0
CONS 452,CONS 452,CONS,3,1
GEOB 270,GEOB 270,GEOB,0,0
FRST 443,FRST 443,FRST,1,0
CONS 453,CONS 453,CONS,4,5
FRST 210,FRST 210,FRST,1,3
FRST 211,FRST 211,FRST,1,4
CONS 486,CONS 486,CONS,1,1
FRST 386,FRST 386,FRST,0,0
CONS 491,CONS 491,CONS,2,1
UFOR 200,UFOR 200,UFOR,0,0
CONS 481,CONS 481,CONS,0,0
CONS 495,CONS 495,CONS,4,3
CPEN 211,CPEN 211,CPEN,2,1
CPEN 212,CPEN 212,CPEN,4,2
CPSC 259,CPSC 259,CPSC,1,1
CPEN 281,CPEN 281,CPEN,7,1
CPEN 291,CPEN 291,CPEN,2,4
CPEN 311,CPEN 311,CPEN,2,2
CPEN 312,CPEN 312,CPEN,4,4
ELEC 203,ELEC 203,ELEC,2,3
MECH 221,MECH 221,MECH,15,22
CPEN 321,CPEN 321,CPEN,1,4
CPEN 322,CPEN 322,CPEN,2,3
CPSC 221,CPSC 221,CPSC,4,2
CPEN 331,CPEN 331,CPEN,3,2
CPSC 261,CPSC 261,CPSC,4,1
CPEN 333,CPEN 333,CPEN,3,2
CPEN 391,CPEN 391,CPEN,5,5
CPEN 411,CPEN 411,CPEN,3,3
CPEN 412,CPEN 412,CPEN,3,3
CPEN 421,CPEN 421,CPEN,2,4
CPEN 422,CPEN 422,CPEN,4,2
CPEN 423,CPEN 423,CPEN,3,2
CPEN 431,CPEN 431,CPEN,6,3
CPSC 313,CPSC 313,CPSC,2,3
ELEC 331,ELEC 331,ELEC,5,2
CPSC 317,CPSC 317,CPSC,3,3
CPEN 432,CPEN 432,CPEN,3,3
CPEN 441,CPEN 441,CPEN,5,2
CPSC 260,CPSC 260,CPSC,0,0
CPEN 442,CPEN 442,CPEN,3,3
CPEN 491,CPEN 491,CPEN,1,6
CPSC 107,CPSC 107,CPSC,2,1
CPSC 121,CPSC 121,CPSC,4,1
Pre-calculus 12,Pre-calculus 12,Pre-calculus,0,0
CPSC 203,CPSC 203,CPSC,6,1
MATH 210,MATH 210,MATH,12,3
CPSC 213,CPSC 213,CPSC,2,2
MATH 220,MATH 220,MATH,10,2
EECE 259,EECE 259,EECE,0,0
EECE 210,EECE 210,EECE,0,0
CPSC 299,CPSC 299,CPSC,1,1
CPSC 298,CPSC 298,CPSC,0,0
CPSC 301,CPSC 301,CPSC,0,0
CPSC 304,CPSC 304,CPSC,1,3
CPSC 311,CPSC 311,CPSC,1,2
CPSC 312,CPSC 312,CPSC,2,2
CPSC 314,CPSC 314,CPSC,8,3
CPSC 319,CPSC 319,CPSC,1,4
